Last Activity;Account Name;Last Modified Date;Parent Account
31-10-2023;MAKRO-CASH & CARRY PORTUGAL S A;18-04-2023;
15-04-2019;VODAFONE ESPAÑA;09-01-2024;
;AYUNTAMIENTO DE DON BENITO;09-01-2024;
;Ayuntamiento Azuqueca de Henares;09-01-2024;
;Grupo Cuevas;09-01-2024;
;GESTALBA;09-01-2024;
15-06-2020;Ayuntamiento de Majadahonda;09-01-2024;
;Consulado de Colombia;09-01-2024;
;Farmacia Principal;09-01-2024;
;Ayuntamiento de Cornellá;09-01-2024;
;Ayuntamiento de San Pedro de Alcántara;09-01-2024;
;Ayuntamiento de Marbella;09-01-2024;
;Ayuntamiento de Benissa;09-01-2024;
;APEMSA;09-01-2024;
;Ayuntamiento de San Carles de la Rápita;09-01-2024;
;CASSA Aguas de Sabadell;09-01-2024;
15-01-2020;Ayuntamiento de Viladecavalls;09-01-2024;
;Eléctrica de Cádiz;09-01-2024;
;Ayuntamiento de Mollet;09-01-2024;
16-12-2020;UEM - Universidad Europea de Madrid;09-01-2024;
;Ayuntamiento SVH;09-01-2024;
;Ayuntamiento de Viladecans;09-01-2024;
;Ayuntamiento de Igualada;09-01-2024;
06-03-2020;Estabanell;09-01-2024;
;GADISA;09-01-2024;
15-07-2020;CASS Andorra;09-01-2024;
;GRUPO EROSKI;09-01-2024;
;ARES;09-01-2024;
;CONECT ARE US;09-01-2024;
;SABICO;09-01-2024;
;LARA GRANADA;09-01-2024;
;Bigben;09-01-2024;
;Worldwis;09-01-2024;
;TPV LINE;09-01-2024;
;UNITEL;09-01-2024;
;SUMOSA;09-01-2024;
11-03-2019;FUJITSU Spain;09-01-2024;
;CODISYS;09-01-2024;
;NCR;09-01-2024;
23-07-2020;ATOS;09-01-2024;
;Ednon SL;09-01-2024;
;MOINSA;09-01-2024;
;INFORMATICA EL CORTE INGLES SA;09-01-2024;
;LEVEL ELECTRONICS SL;09-01-2024;
;Semic Cataluña;09-01-2024;
;Telefonica On The Spot Services Sa;02-01-2024;
;LOGINFAR;09-01-2024;
;NORTCONSULTING SOLUCIONES, S.L.U.;09-01-2024;
;Enterprise Mobile Leader;09-01-2024;
;Municipio de Lagos;27-03-2019;
30-07-2025;CM Valongo;11-04-2023;
;BBK - Bank of Bahrein and Kuwait;06-09-2024;
;La Poste;09-01-2024;
;UNM - University of New Mexico;16-04-2019;
;Algerie Poste;09-01-2024;
;NOT IDENTIFIED;09-01-2024;
;NUNSYS, S.A;09-01-2024;
;ETISALAT;05-08-2019;
24-05-2026;Farmacia Fluxá;03-08-2023;
;CONTROLAUTO;27-03-2019;
;BANCO MILENNIUM ATLANTICO;09-01-2024;
08-10-2021;STI - Soluções de Tecnologias de Informação e Consultoria;09-01-2024;
;Intercam;20-11-2020;
;AT&T Mexico;20-11-2020;
;GSI Mexico;20-11-2020;
;Ospedale di Taranto;09-01-2024;
;WindTre;09-01-2024;
;TECOM;09-01-2024;
;HSBC MEXICO;20-11-2020;
;Stellaxius Partner;09-01-2024;
12-03-2019;Diebold Nixdorf Mexico;20-11-2020;
;Uganda Passport;14-03-2019;
;American Crescent Clinic Abu Dhabi;09-01-2024;
;Bancoppel;20-11-2020;
;Afirme;20-11-2020;
;Cooperative Bank Kenya;09-01-2024;
;4G Retail;09-01-2024;
;Comune Di Arese;09-01-2024;
;PartnerData;09-01-2024;
;Hospital Olsztyn City;09-01-2024;
;MOF;09-01-2024;
12-07-2019;Vodafone Ghana;09-01-2024;
;BBVA Bancomer;19-03-2020;
;Banco Comercial Atlântico;09-01-2024;
;Bank of Khartoum;15-04-2019;
;Santander Mexico;20-11-2020;
;INSTALVIA;09-01-2024;
02-01-2020;EMALSA;09-01-2024;
10-07-2019;MARL;05-05-2023;
17-04-2019;Direção-Geral da Administração da Justiça (DGAJ);05-05-2023;
;El Corte Inglés;09-01-2024;
12-04-2019;TICNET;05-05-2023;
12-04-2019;KnowledgeWorks;05-05-2023;
03-06-2019;SPMS - Serviços Partilhados do Ministério da Saúde;05-05-2023;
;VERSIA;09-01-2024;
15-02-2021;TA - Technology Associates Group Limited;03-08-2023;
31-10-2023;Instituto de Informática;05-05-2023;
31-03-2019;AIRC;05-05-2023;
27-02-2019;ARSN - Administração Regional De Saúde Do Norte I.P.;21-02-2019;
;Laboratório Newvision;19-02-2019;
;NEWVISION IBERIA;02-01-2024;
19-10-2023;Ayuntamiento de Sant Feliú;09-01-2024;
;Movistar;15-09-2023;
31-05-2023;Ayuntamiento de Salou;09-01-2024;
19-02-2019;Carristur;20-04-2023;
;Correios e Telecomunicações de Macau;26-06-2019;
;Indaqua Trofa e Santo Tirso;18-04-2023;
17-06-2025;TELEFONICA SOLUCIONES DE INFORMATICA Y COMUNICACIONES DE ESPAÑA SA;15-09-2023;
;Europos;14-03-2019;
16-12-2020;EMMASA;09-01-2024;
;Mutua Navarra;09-01-2024;
05-11-2024;OSABA;09-01-2024;
03-03-2020;SUMA;09-01-2024;
17-10-2022;INFOREIN;09-01-2024;
;ANDORRA TELECOM;09-01-2024;
;Agencia Tributaria de Andorra;09-01-2024;
;GOVERN D' ANDORRA - Oficina de Inmigració;09-01-2024;
;Ayuntamiento de Badajoz;09-01-2024;
;SEXPE;09-01-2024;
;AFIVEN;09-01-2024;
09-06-2020;SEMIC Andorra;20-10-2023;
22-07-2020;HOSPITAL DR.FRANCISCO ZAGALO - OVAR;20-04-2023;
;Samsung Corp;14-03-2019;
19-07-2019;Nubicast;12-07-2019;
;AENA;10-04-2023;
22-01-2026;Gebalis;26-03-2024;
;Bank of Khartoum;09-01-2024;
28-06-2019;Clínica Médico Cirurgica Dr. Juvenal Sobral;20-04-2023;
;Great Yarmouth Council;09-01-2024;
;Bancomer;30-01-2019;
13-02-2019;N. Mendes Construções;20-04-2023;
;Alnile Bank;09-01-2024;
29-01-2019;Futurvida;11-08-2022;
11-02-2019;IFAP;05-05-2023;
;UNM - University of New Mexico;17-07-2019;
23-03-2026;Águas do Porto;11-04-2023;
23-04-2019;Grupo E.T.E;20-03-2019;
;TOGROW CO. LTD;14-03-2019;
15-04-2019;Infordigito;05-05-2023;
28-06-2019;CM Loures;05-05-2023;
;Accuracy;29-12-2023;
21-08-2019;Voltel;05-05-2023;
;Grupo Iberdrola Clientes Portugal;19-11-2024;
;Grupo HPA Saúde;11-04-2023;
13-02-2020;Post Marroc;09-01-2024;
;Costco;26-06-2019;
11-03-2019;Geostar Viagens e Turismo;11-04-2023;
05-02-2020;DGES;05-05-2023;
18-01-2019;Navalprime - Serviços de Engenharia e Inovação;26-04-2023;
31-01-2019;AJR, lda.;05-05-2023;
;Andorra Telecom;03-01-2019;
;Saudi German Hospital;09-01-2024;
;DMCC -;09-01-2024;
06-06-2023;Grupo Trofa Saúde;20-04-2023;
18-05-2023;José de Mello Saúde - CUF;10-10-2023;
;ACES LISBOA NORTE;13-03-2019;
20-08-2024;IEFP - Instituto Emprego e Formacao Profissional IP;16-08-2024;
09-05-2019;ABB;05-05-2023;
;ESEP - Escola Superior de Enfermagem do Porto;20-04-2023;
;EUROM;20-03-2019;
;DELETE THIS ACC ---- STI - Consultoria;09-01-2024;
;Telford Council;09-01-2024;
;Cabo Verde Telecom;09-01-2024;
;Banco Sol;09-01-2024;
01-03-2019;RespirHome;20-04-2023;
;TESTE NIF - BPI da Gabriela;11-08-2022;
;Bank of Ghana;09-01-2024;
26-11-2018;HERTZ;11-04-2023;
;H P V R - Hospital Privado de Vila Real, S.A.;11-04-2023;
24-10-2019;ED MATIC S.R.L.;09-01-2024;
;REAL LIFE - Tecnologias de Informação S A;14-03-2019;
;Banco Central de São Tomé e Príncipe;09-01-2024;
24-02-2026;DIODE España S.A.;24-04-2023;
;Al Omrane;09-01-2024;
;Nairobi Hospital;09-01-2024;
;Marroc Telecom;09-01-2024;
26-05-2021;Kinda Home Portugal, SA;11-04-2023;
;polish embassy;09-01-2024;
27-03-2026;LUZ SAUDE;19-04-2023;
;Diocese do Porto;11-04-2023;
;Shop Rite Inc;23-10-2019;
;RTA;09-01-2024;
;Pioneer;09-01-2024;
;Serviços Sociais da GNR;20-04-2023;
;stellaxius;10-04-2019;
07-09-2025;Newvision GPTech;06-12-2018;
;Laboratório;16-11-2018;
;Derby Council;09-01-2024;
;Logística;06-12-2018;
;Partner Unresolved Items;09-01-2024;
;Stellaxius;09-01-2024;
;Assistência 35 Comercio e Assitência de equipamentos;23-04-2024;
10-12-2024;TA - Technology Associates East Africa Limited;03-08-2023;
;Informática EL Corte Inglés - Lisboa;02-05-2023;
;Glintt-  Hospital da Prelada - Projeto Santa Casa Misericordia Porto;28-04-2020;
;Newvision Unassigned Assets;06-12-2018;
;Águas de Gaia, EM, S.A.;11-04-2023;
11-09-2023;Banco BPI SA;18-04-2023;
;Ace Express;09-01-2024;
11-03-2019;AFFIDEA - IMI Imagens Médicas Integradas, S A;11-04-2023;
05-01-2022;Consulado Geral de Angola em Lisboa;11-04-2023;
;António Manuel Seixas Pedroso;09-01-2024;
;NCRM;09-01-2024;
;Jaime Chomalí;09-01-2024;
;Gafre Comex Srl;09-01-2024;
;Clínica Albano Tomé, Lda.;11-04-2023;
23-07-2024;Autoridade Tributária e Aduaneira;04-05-2026;
;Hospital CUF Coimbra, S.A.;11-08-2022;
;Rhema Systems;09-01-2024;
;Martin Storch;09-01-2024;
23-09-2025;Symetry S.A. de C.V.;24-04-2023;
;Valora Serviços Apoio a Emissao Monetaria SA;25-03-2019;
31-08-2023;DGPC - Direção-Geral do Patrimonio Cultural;11-04-2023;
;CTM Group Inc;09-01-2024;
;SOCÉM - E. D. - FABRICAÇÃO, ENGENHARIA E DESENVOLVIMENT;09-01-2024;
;MAXIPLÁS -PLÁSTICOS & ENGENHARIA LDA;09-01-2024;
;CONTINENTE HIPERMERCADOS SA;11-04-2023;
14-04-2025;José de Mello Saúde;11-08-2022;
;TOGROW CO. LTD;09-01-2024;
09-06-2023;NOVO BANCO;11-01-2020;
20-02-2020;Consulado Geral de Angola no Porto;20-04-2023;
;Caixa Central -Caixa Central Crédito Agrícola Mutuo Crl;18-03-2019;
;Clínica CUF Belém S.A;20-04-2023;
;SOCEM INPACT INVESTIGAÇÃO DESENVOLVIMENTO E ENGENHARIA;09-01-2024;
;Nuno Canário Correia;09-01-2024;
05-02-2020;Repsol Portuguesa SA;11-04-2023;
;_não usar_Clínica Cuf Alvalade, SA;20-04-2023;
12-06-2023;Balinver - Balear de Inversiones Lusas Unipessoal, Lda;12-06-2023;
04-11-2025;CM Santo Tirso;11-04-2023;
;INGENIERÍA DE SOFTWARE BANCARIO, S.L;09-01-2024;
;Fingernails2Go Co., Ltd;09-01-2024;
;Associação Académica da Universidade da Madeira;20-04-2023;
06-03-2024;Bravantic;06-06-2025;
;Aqualevel Unipessoal, LDA;10-04-2023;
;Modelo Continente Hipermercados;20-04-2023;
31-05-2019;Metro de Madrid;11-04-2023;
;Sotecno Gaio , S.A.;06-12-2018;
;Banco Millenium Atlantico;09-01-2024;
;Egeac - Emp. de Gestão de Equip. Animação Cultural, S.A;11-04-2023;
;Multi Vendor Solutions;09-01-2024;
;Valoriza Conservacion  de Infraestructuras S.A.U;09-01-2024;
;Diebold Nixdorf de Mexico S.A. de C.V.;20-11-2020;
;Gifies SL;09-01-2024;
29-11-2018;Labcartaxo, Lab. de Análises Clínicas do Cartaxo, Lda.;11-04-2023;
05-07-2024;TMP - Transportes Metropolitanos do Porto;12-03-2026;
;Grupopie - Portugal S.A.;27-03-2019;
03-10-2022;Efectos Industriales Caminoval S.L.;29-05-2019;
;Cardno Emerging Markets UK;09-01-2024;
;Susana Filipa Cardoso - Saúde & Conforto, Lda;20-04-2023;
21-12-2022;Universidade de Lisboa UL;11-04-2023;
;European Solutions LLC;09-01-2024;
;Yudigar Slu;09-01-2024;
;Leo Concept LLC;09-01-2024;
07-05-2024;Maintecnics - Assistência e Comércio de Equipamentos El;10-01-2024;
07-05-2019;EuroBic;18-03-2019;
;Neves & Teixeira Lda.;20-04-2023;
19-01-2022;Escala Braga - Sociedade Gestora do Estabelecimento, SA;20-04-2023;
19-01-2023;CM Tomar;11-04-2023;
27-10-2023;DGAE;11-04-2023;
;Astroimóvel Imobiliária, SA;06-12-2018;
;Carlos Y Joaquin Sociedad Civil;09-01-2024;
11-05-2026;Laziapho Lda (MEDZEDIZ);28-10-2024;
;Premium Burguer- Restaurantes S.A;06-12-2018;
;Banco Popular Portugal S.A;18-03-2019;
28-05-2025;Glintt- Healthcare Solutions, SA;03-05-2022;
17-01-2022;Hospital Cuf Torres Vedras, S.A._não usar;04-09-2023;
09-10-2019;Itechia Technology;09-01-2024;
29-01-2024;Caixa Geral de Depósitos - Sucursal Timor;10-04-2023;
;Oney- Instituição Financeira de Credito S.A;18-03-2019;
28-11-2019;Diebold Nixdorf Global Logistics GMBH;09-01-2024;
03-07-2024;CM Amadora;17-04-2023;
03-07-2023;Medempresa Medicina de Empresa SA;11-04-2023;
;Margarida Brum, S.A.;06-12-2018;
;Sapia Perú SA;09-01-2024;
;Municipio de Sousel;11-04-2023;
;Freguesia de Agualva e Mira Sintra;11-04-2023;
;Media Markt Gaia -Produtos Informáticos e Electronicos;20-04-2023;
09-10-2024;Millennium BCP;03-04-2019;
;Serviços Municipalizados Transportes Coletivos Barreiro;11-04-2023;
;Area 3 Equipamento, Diseño e Interiorismo, S.L;09-01-2024;
02-03-2022;Newnote Solutions, S.A;24-04-2023;
;Matosinhosvida, Lda;11-04-2023;
15-07-2024;CUF - SERVIÇOS DE SAÚDE, ADM E OPERACIONAIS, A.C.E.;17-01-2024;
21-10-2021;Escala Vila Franca - Sociedade Gestora do Estab.to SA;20-04-2023;
;Talleres Electromecánicos Gorris S.A;09-01-2024;
;MAGIC MEMORIES GROUP (UK) LTD;09-01-2024;
20-08-2025;Algeria New Vision & Innovation;20-10-2023;
;Trini Sisters;09-01-2024;
;Claudio Furtado Antas;09-01-2024;
;Finger Nail Art Vending Ltd;09-01-2024;
18-05-2023;CAFE 3 RESTAURAÇÃO S A;11-04-2023;
;Konica Minolta - Centro Hospitalar de Tras-os-Montes e Alto Douro EPE (CHTMAD);11-02-2025;
;Sight & Sound LTD;09-01-2024;
;HP Inc.;09-01-2024;
;Ana Isabel Belo Laboratório de Anatomia;20-04-2023;
;Via Verde Internacional;06-04-2023;
07-05-2026;Clinica São João Deus (CSJD);11-04-2023;
26-10-2023;Correios e Telecomunicações de Macau;19-04-2023;
;Municipio de Estarreja;11-04-2023;
;BIS Bedrijfs Informatie Systemen B.V.;09-01-2024;
;British Hospital - Lisbon XXI S.A.;20-04-2023;
29-03-2024;Sport Lisboa e Benfica;25-05-2023;
;Elecnor S.A.;09-01-2024;
08-04-2021;FARMODISSEIA, LDA;30-06-2021;
;2GM - CONSTRUÇÕES CIVIS S A;27-03-2019;
;LOFT CRAG (N.I.) LIMITED;20-03-2019;
;Miguel Tiago Marreiros dos Santos;09-01-2024;
;Swissport Handling;09-01-2024;
;COTY;20-03-2019;
;GSMA LTD;09-01-2024;
30-10-2019;CM Castelo de Paiva;11-04-2023;
;Relax Group Gmbh;09-01-2024;
18-06-2019;Conforama Portugal - S A;11-04-2023;
;Merino Y Merino Producciones S.L.;09-01-2024;
09-05-2019;Diebold Nixdorf GmbH;09-01-2024;
18-04-2022;IKEA Portugal Moveis e Decoração Lda;13-12-2023;
;Servicios de Marketing Promocional;09-01-2024;
08-01-2020;The Audiovisual Company;20-04-2023;
;Junta de Freguesia de Portimão;11-04-2023;
;Naomar Barcelona 2005, SLL;09-01-2024;
;ShortCutQ;09-01-2024;
;Grup de Serveis Triangle, S.A.;09-01-2024;
06-05-2020;Safaricom Limited;09-01-2024;
;Comute - Sistemas de Comunicação, Lda.;09-01-2024;
;Magic Memories Group (UK) Ltd;09-01-2024;
;Caixa Geral de Depósitos, S.A. Luxemburgo;28-02-2025;
30-07-2024;Diatra;11-04-2023;
;Hewlett-Packard International, S.A.R.L.;09-01-2024;
;Suministros Santolaya, S.L.;09-01-2024;
13-02-2019;Instituto de Acção Social das Forças Armadas;11-04-2023;
;Euro Atlantic Airways - Transportes Aéreos, S.A.;11-04-2023;
;Redes Y Sistemas Integrados, S.A.S.;09-01-2024;
;Paulo Jorge Ribeiro Correia Silva;09-01-2024;
24-03-2019;High Tech Systems;09-01-2024;
;Linhas Aéreas de Angola - TAAG, E.P.;11-04-2023;
14-03-2024;IMT;06-05-2026;
04-07-2019;Autoridad Portuaria de Vigo;05-09-2024;
25-02-2025;Benfica Estádio - Construção e Gestão de Estádios, S.A.;16-06-2023;
;Fagerber Services SARL;09-01-2024;
;INSCO - Insular Hipermercados, S.A.;20-04-2023;
;Município de Mondim de Basto;11-04-2023;
11-04-2023;SPDAD Unipessoal, Lda.;18-04-2023;
;Brisa - Auto Estradasde Portugal, S.A.;11-04-2023;
14-05-2019;REYBESA - Redin Y Becerra;02-01-2024;
13-11-2023;Município de Idanha-a-Nova;14-09-2023;
;Serviços Sociais da Administração Pública SSAP;11-04-2023;
04-01-2024;Geralseg - Sistemas de Segurança, Unipessoal, Lda.;14-03-2019;
;Compañia de Inciativas y Espectaculos, S.A.;09-01-2024;
;Expofor - Comércio e Reparação de Automóveis, Lda.;11-04-2023;
;PC Diga Lda.;20-04-2023;
15-09-2021;Divultec - Serviços de Informática, Lda.;14-03-2019;
15-10-2024;Synlabhealth Porto, SA;11-04-2023;
;Azul Linhas Aéreas Brasileiras - Sucursal Portugal;11-04-2023;
;INDEG-ISCTE - Instituto Desenvolv. Gestão Empresarial;11-04-2023;
;Koiranen GP OÜ;09-01-2024;
01-04-2019;Herbalife;11-04-2023;
26-11-2018;Vision-Box;07-06-2023;
;Atec Contractor, S.L.;09-01-2024;
;Sedein, Proyectos de Ingeniería, S.L.;09-01-2024;
;ECO S.R.L.;09-01-2024;
;Município de Arganil;11-04-2023;
;Resbat, S.L.;09-01-2024;
;Junta de Freguesia de Ramalde;11-04-2023;
;PSA Consultoria, Lda.;09-01-2024;
;Rivmed Healthcare, Lda.;20-04-2023;
;Funny Cherry Lda;11-08-2022;
;GPTECH- Technology Centre, SA;09-01-2024;
;Sequre Technologies;09-01-2024;
;Clementina Fernandes, Lda.;27-03-2019;
;Almacenes Delca, S.A.;09-01-2024;
;Kinepolis Paterna, S.A.;09-01-2024;
;A. Hak Servicios Químicos y Petroquímicos, S.L.;09-01-2024;
;Lisbon Cruise Terminals;18-03-2019;
;Wincor Nixdorf, S.A.;09-01-2024;
;Município de Castro Verde;11-04-2023;
;Estádio Universitário de Lisboa;11-04-2023;
10-10-2023;Marinha;11-04-2023;
10-07-2019;Porto Domus Social;11-04-2023;
;Ibertelco Electrónica, Lda.;14-03-2019;
;Fluidocontrol, S.A.;09-01-2024;
;Affinity Petcare, S.A.;09-01-2024;
;GDP Serviços, S.A.;27-03-2019;
;Caudal Astur, S.L.;21-04-2023;
;Aplicação Urbana VI - Investimento Imobiliário, S.A.;09-01-2024;
;NV Wincor Nixdorf;09-01-2024;
;PC 24 - Informática, Unipessoal Lda.;08-01-2019;
;Ediciones Matfer SL;09-01-2024;
;Sistavac, S.A.;08-01-2019;
07-09-2023;CM Mangualde;11-04-2023;
23-11-2023;Universidade do Minho;18-04-2023;
19-04-2023;Fnac Portugal, Lda.;18-04-2023;
23-03-2020;Metro Lisboa;20-04-2023;
30-10-2024;Instituto dos Registos e Notariado, I.P.;15-12-2023;
;OPB - Metalurgica, Lda.;09-01-2024;
29-05-2019;Centro Hospitalar Vila Nova de Gaia / Espinho, E.P.E.;11-04-2023;
;Dynavate Tech;09-01-2024;
;Media Markt Salamanca, S.A.;09-01-2024;
;Madrisur Suministros Industriales, S.L.;09-01-2024;
;Aeroports Publics de Catalunya, S.L.;09-01-2024;
28-09-2023;Kriptoluz - Montagens e Instalações Eléctricas, Lda.;10-10-2019;
27-01-2026;Municipio das Caldas da Rainha;18-04-2023;
;Waves Soluções Digitais, S.A.;09-01-2024;
;PT Inovação e Sistemas, S.A.;14-03-2019;
;Protecvia Seguridad Vial, S.L.;09-01-2024;
;Beltain, Sociedade Unipessoal Lda.;27-03-2019;
;Cascais Envolvente - Gestão Social Habitação, EM, S.A.;11-04-2023;
;AENA, S.A.;09-01-2024;
;Agrup. Comerciales Suministros y Representaciones, S.L.;09-01-2024;
;IZMAR, S.L.;09-01-2024;
;Al Madina Development & Supply, LLC;09-01-2024;
;Manuel Sanchis Esteban, S.A.;09-01-2024;
;Telefónica On The Spot Services, S.A.U. - Suc. Portugal;25-03-2019;
13-05-2024;Centro Hospitalar de Setúbal, E.P.E;18-04-2023;
;Bell Microsystems, Ltd.;16-04-2019;
;Bell Microsystems Limited;16-04-2019;
;Super Rana - Supermercados, Lda.;20-04-2023;
;Gestyrest, Lda.;21-04-2023;
;ATM - Sistemas de Informação e Serviços, S.A.;14-03-2019;
;Obras y Decoración Yugo, S.L.;09-01-2024;
;Media Markt Los Barrios Video SA;09-01-2024;
04-03-2020;Futebol Clube do Porto;18-04-2023;
;Banco Santander Totta, S.A.;18-12-2019;
;Mandetfu Cash Systems (Pty), Ltd.;09-01-2024;
;Impulsa Nuevos Mercados, S.L.;09-01-2024;
;C.A.G.I.P. - Coordenação Admin. Inv. Participações,Lda.;09-01-2024;
;GlobalApproach - Consultoria em Gestão, Unipessoal Lda.;04-12-2021;
;Suministros Electricos Francisco Javier, S.L.;09-01-2024;
;Etisalat;09-01-2024;
;Município de Paredes;11-04-2023;
;Caixa Credito Agricola Mútuo de Vale de Cambra, C.R;18-03-2019;
02-08-2021;CM Felgueiras;10-04-2023;
;Loft Crag, Ltd.;09-01-2024;
21-08-2024;CM Évora;10-04-2023;
24-06-2024;DGRM - Rec. Naturais, Seg. e Serviços Marítimos;10-04-2023;
;EMARVR - Água e Residuos de Vila Real, E.M., S.A.;10-04-2023;
11-03-2024;VIMAGUA Guimarães;10-04-2023;
;MPPH - Consult. Serviços, Tecn e Sist. Informação, Lda.;16-06-2022;
;Integrated Systems, L.L.C.;09-01-2024;
;SFLAG - Sistemas de Informática, Lda.;21-03-2019;
18-07-2019;Tecnocomport - Tecnologia e Informática, Unipessoal;22-05-2019;
03-10-2019;Dimasul - Diagnóstico pela Imagem do Sul, Lda.;10-04-2023;
29-09-2020;Invesaude - Gestão Hospitalar S A;20-04-2023;
;Portugal Telecom Associação de Cuidados de Saúde;25-03-2019;
;Tensator, S.A.S.U.;09-01-2024;
;TSA - Telefónica Servicios Audiovisuales, S.A.U.;09-01-2024;
;CHUC - Centro Hospitalar e Universitário de Coimbra, E.P.E.;10-04-2023;
10-05-2024;Instituto de Oftalmologia Dr. Gama Pinto;10-04-2023;
11-05-2023;Pamafe 2 - Service, Lda.;16-06-2022;
;Newsight Serviços, Lda.;08-01-2019;
;Município de Mirandela;10-04-2023;
;Município de Penafiel;10-04-2023;
25-03-2024;Venerável Ordem Terceira de São Francisco da Cidade;10-04-2023;
02-10-2025;Tensator FZE;23-09-2025;
;Werinteraction - Customer Interaction Management, Lda.;09-01-2024;
;Municipio de Espinho;10-04-2023;
;JFC SPRL;09-01-2024;
;Faculdade de Direito da Universidade Nova de Lisboa;11-04-2023;
;CEVE - Cooperativa Electrica do Vale d Este;20-04-2023;
;Automóvel Club Portugal;10-04-2023;
;Aldesa Construcciones, S.A.;09-01-2024;
;Caixa de Credito Agricola Mutuo de Mafra CRL;18-03-2019;
18-05-2023;Escola Superior Náutica Infante D. Henrique;10-04-2023;
;Universidade de Trás-os-Montes e Alto Douro;10-04-2023;
06-07-2023;Samer Ames, S.A. - Clinica dos Arcos;12-05-2023;
;Santogal P - Comércio e Reparação de Automóveis, S.A.;15-03-2022;
;Ancorensis - Cooperativa de Ensino, C.R.L.;10-04-2023;
;Santogal G - Comércio e Reparação de Automóveis, S.A.;03-04-2019;
;FOCUS HANNIBAL Kim Jensen Hannibal;11-04-2023;
05-06-2026;BCM - Leroy Merlin;01-06-2026;
15-03-2022;Centro Hospitalar de Leiria, E.P.E.;18-04-2023;
;Paulo Amundsen Unipessoal LDA;09-01-2024;
18-10-2018;JF Lumiar;11-04-2023;
;Tensator GmbH;09-01-2024;
11-04-2023;Nowo Comunications, S.A;11-04-2023;
;Anphora, S.A.;09-01-2024;
14-12-2021;STI - Consultoria;09-01-2024;
;Wincor Nixdorf Manufacturing GmbH;09-01-2024;
;Media Markt Elche, S.A.;09-01-2024;
02-05-2023;CHSF - Centro Hospitalar S. Francisco, S.A.;10-04-2023;
;OFFTEC Engineering Services Co., Ltd.;09-01-2024;
06-02-2026;Universidade de Aveiro;31-03-2026;
;Aquopolis Cartaya, S.L.U.;09-01-2024;
05-12-2018;Verywin Solutions, Lda;06-12-2023;
31-08-2020;INATEL;18-04-2023;
;Santogal F - Comércio e Reparação de Automóveis, S.A.;27-03-2019;
;Hermano Jorge Pavão de Sousa;21-04-2023;
;AXA Portugal - Companhia de Seguros, S.A.;18-03-2019;
;CM Barreiro;10-04-2023;
22-07-2020;Freguesia de Paranhos;10-04-2023;
11-04-2023;Sind. da Banca, Seguros e Tecnologias - MAIS Sindicato;10-04-2023;
;Autopeças Cab - Acessórios e Lubrificantes, Lda.;16-04-2019;
;CSC - Assoc. Socorros Mútuos Empreg. Comércio Lisboa;10-04-2023;
;União de Transportes dos Carvalhos, Lda.;27-03-2019;
16-02-2024;Centro Diagnóstico Médico Dr. Lúcio Coelho, Lda.;10-04-2023;
;Lusoponte - Concessionária para Travessia do Tejo, S.A.;10-04-2023;
;Visualforma - Tecnologias de Informação, S.A.;14-03-2019;
;Municipio de Condeixa a Nova;10-04-2023;
;Farmácia Cordeiro Valente, Unipessoal Lda.;11-04-2023;
29-11-2023;Centro Hospitalar Barreiro Montijo, E.P.E.;18-04-2023;
;Media Markt Sintra - Prod. Inform. e Electronicos,Lda;20-04-2023;
06-06-2023;El Corte Inglés - Grandes Armazens, S.A.;11-04-2023;
;Serviços Municipalizados de Água e Saneamento de Tomar;10-04-2023;
24-04-2024;CM Guimarães;10-04-2023;
17-10-2019;Promo - Serviços Integrados de Marketing SA;15-03-2019;
31-05-2021;Sonae Center Serviços II, S.A.;11-04-2023;
;Baeta de Almeida Comunicação, Lda.;16-04-2019;
;Devicequation - Serviços de Medicina Dentária, S.A.;11-04-2023;
;Assoc Socorros Mutuos Empregados Estado;20-04-2023;
;Cofac - Coop. de Formação e Animação Cultural, C.R.L.;10-04-2023;
14-05-2024;Banco de Portugal;09-01-2024;
28-02-2023;Companhia Carris de Ferro de Lisboa, S.A.;18-04-2023;
05-01-2026;Tensator Limited;24-04-2023;
12-07-2021;SMAS Almada;10-04-2023;
;AVELAB - Laboratório Médico de Análises Clinicas, Lda.;10-04-2023;
;Comercializadora Gisnet, S.A. de C.V.;05-08-2019;
;Serv. Municip. Tansportes Urbanos de Coimbra;10-04-2023;
;MDST - Soluções Tecnológicas para a Saúde, Lda.;21-04-2023;
;Hospital Professor Doutor Fernando da Fonseca, E.P.E.;10-04-2023;
;Pharmacontinente - Saúde e Higiene, S.A.;11-04-2023;
;Telempror - Telemarketing e Serviços Informação, Lda.;16-06-2022;
;Banco Internacional de São Tomé e Principe;09-01-2024;
